Id,BIRTHDATE,DEATHDATE,SSN,FIRST,LAST,GENDER,RACE,ETHNICITY,BIRTHPLACE,ADDRESS,CITY,STATE,ZIP,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
b1677812-6b66-4e00-96ae-cf0fc75325bc,1999-09-05,,412-91-3255,Barbara,Miller,F,white,hispanic,"Synthetic City, ST",4969 Main St,Synthetic City,ST,70556,901.1937371040443,87575.11089489711
ea3c3031-5c98-41d5-953e-d9a439198b2f,2007-06-08,,178-38-7276,Elizabeth,Garcia,F,hispanic,nonhispanic,"Synthetic City, ST",4058 Main St,Synthetic City,ST,65177,1437.280572881842,19611.311038015476
c9820083-d9a8-4c44-b6d7-fc68f58401b9,2007-08-25,,919-39-6240,James,Garcia,M,hispanic,nonhispanic,"Synthetic City, ST",2146 Main St,Synthetic City,ST,40284,24953.207652597685,51109.13793079653
5156bc1b-c1ea-4768-a4be-8cae182bdf7e,1935-09-10,,834-96-1506,Linda,Miller,F,white,nonhispanic,"Synthetic City, ST",2418 Main St,Synthetic City,ST,81886,6849.95741367687,85975.20220673014
9c9d5bbe-adab-4e14-a05b-00256fb4be3b,2007-02-10,,839-61-8508,Mary,Garcia,F,black,nonhispanic,"Synthetic City, ST",5076 Main St,Synthetic City,ST,79282,1560.595502073744,11904.263809336846
0b5e8a6a-7249-4a87-94ba-462df73d10a5,2007-01-20,,315-74-5988,Patricia,Smith,F,white,nonhispanic,"Synthetic City, ST",5604 Main St,Synthetic City,ST,85459,4110.952938083576,91730.01270936872
79dfeea2-9015-4a9d-acc5-85894c8926d9,1935-06-11,,597-86-2973,Robert,Johnson,M,hispanic,nonhispanic,"Synthetic City, ST",5378 Main St,Synthetic City,ST,97016,4296.306321213955,41054.291003509
2bba6b68-2c18-4662-bbf1-4b0b057eb6cb,2007-02-10,,329-47-9064,Barbara,Jones,F,black,hispanic,"Synthetic City, ST",6395 Main St,Synthetic City,ST,24124,5664.3384928810165,98126.98955978888
9a70bed2-f55b-4941-8173-d5cfda891f13,1935-02-13,,991-12-1181,Patricia,Smith,F,white,nonhispanic,"Synthetic City, ST",3943 Main St,Synthetic City,ST,29697,8212.045497042198,53310.06766048091
8a9febaf-ade8-4125-8ca5-0937021654be,1935-10-27,,295-96-3266,Patricia,Johnson,F,white,nonhispanic,"Synthetic City, ST",5588 Main St,Synthetic City,ST,64814,4039.6092112965184,35610.97614688799
2e8c1d79-aafe-44c0-96c1-b5f68848cdc3,1935-03-09,,991-79-9002,Elizabeth,Smith,F,white,nonhispanic,"Synthetic City, ST",3961 Main St,Synthetic City,ST,34811,2697.4733833512464,48434.52887495636
7823a9de-f6a7-4ea9-8bd2-278f3d833d79,1935-10-20,,635-22-8989,Mary,Smith,F,white,nonhispanic,"Synthetic City, ST",2836 Main St,Synthetic City,ST,37635,3401.4915071084347,26541.9427217524
f622f453-c6ad-4737-8314-512c06e9847a,2007-12-15,,744-69-7798,James,Smith,M,white,nonhispanic,"Synthetic City, ST",3035 Main St,Synthetic City,ST,81062,292.5417469689927,6695.73236975306
05ba1e17-2289-4f5c-8335-ea727c27511c,2007-09-10,,726-25-4700,Richard,Williams,M,white,nonhispanic,"Synthetic City, ST",8527 Main St,Synthetic City,ST,21799,4362.631004444759,51295.58652584186
74cf33e2-92ad-4324-aaa6-25b1d845610b,1986-04-12,,638-55-3675,Linda,Johnson,F,white,hispanic,"Synthetic City, ST",8781 Main St,Synthetic City,ST,25428,1912.367978278152,4353.32968894635
fbd70292-572f-424c-945d-6f6b2a61211f,1980-06-02,,669-87-4900,Mary,Williams,F,hispanic,nonhispanic,"Synthetic City, ST",7765 Main St,Synthetic City,ST,63348,3375.513971681908,72316.77484306585
22072800-f5a4-443f-9d11-adc2077ef156,2007-11-25,,899-60-9459,Linda,Williams,F,white,nonhispanic,"Synthetic City, ST",5159 Main St,Synthetic City,ST,60825,2326.5716759209536,20979.97289361735
8fb849b7-3298-44ef-bd9d-3eae99e7b6fc,1935-06-19,,363-55-3372,Michael,Smith,M,hispanic,nonhispanic,"Synthetic City, ST",3555 Main St,Synthetic City,ST,87281,19663.742241211232,8943.85975964791
52e8e7c1-9363-4bc2-a9b1-cbf7b723c8a2,1935-11-13,,101-98-7328,Jennifer,Smith,F,white,nonhispanic,"Synthetic City, ST",7909 Main St,Synthetic City,ST,13382,806.5807969350927,5261.278651317347
f6ec3321-b23e-4077-a92e-56c032673568,1983-02-08,,521-64-7013,David,Garcia,M,white,nonhispanic,"Synthetic City, ST",7302 Main St,Synthetic City,ST,36335,3716.8048768365857,68333.34409183584
61bc34ef-68f3-4a5f-9518-1cee0c88e239,2007-06-10,,860-26-5177,Mary,Miller,F,hispanic,nonhispanic,"Synthetic City, ST",1451 Main St,Synthetic City,ST,54523,2918.248656839757,91313.54186516607
e0f44dea-376a-466d-a04c-cffe26ef5e58,2007-06-05,,536-75-9472,Jennifer,Johnson,F,white,nonhispanic,"Synthetic City, ST",4368 Main St,Synthetic City,ST,44428,2497.208108804776,97353.3029590672
df9fdb15-14be-48ad-85b9-7a01305b741a,2007-01-08,,910-44-8655,Robert,Williams,M,white,nonhispanic,"Synthetic City, ST",5389 Main St,Synthetic City,ST,45855,3331.8022591979143,70124.87533003431
f718149a-fbe4-4fd2-8d10-196ced2601dc,2007-02-04,,910-36-9201,Mary,Williams,F,black,nonhispanic,"Synthetic City, ST",966 Main St,Synthetic City,ST,49441,1088.6037613051324,21659.71681065466
8e669538-b152-49c1-968e-2ecba0524af5,2007-10-27,,616-80-6586,Elizabeth,Jones,F,white,nonhispanic,"Synthetic City, ST",7368 Main St,Synthetic City,ST,48508,8661.32885034286,63178.24586242641
3218c1b4-d67b-4186-946c-1fa4c5d24502,2007-06-25,,341-64-5421,Mary,Smith,F,black,nonhispanic,"Synthetic City, ST",9298 Main St,Synthetic City,ST,95351,2507.9077224829944,61385.65040975984
e3bec8b5-6278-4190-ab54-e25974e9b2bd,2007-01-22,,467-51-6546,Barbara,Johnson,F,white,hispanic,"Synthetic City, ST",9626 Main St,Synthetic City,ST,67336,1662.2954762240765,94771.99099624026
3d00c68c-3ca4-4bf6-8ee9-d7369c844bd2,1935-02-16,,646-60-4255,John,Miller,M,white,nonhispanic,"Synthetic City, ST",4020 Main St,Synthetic City,ST,13360,9493.91725448163,19541.65835745624
58ab3928-7fb3-446a-a28a-302d501ec1ea,1958-07-15,,319-51-3743,Jennifer,Williams,F,white,hispanic,"Synthetic City, ST",2166 Main St,Synthetic City,ST,15496,2673.9560361369977,72581.38661498496
2b67dbc7-be52-43d1-9f27-69a36631f052,1972-12-19,,165-53-2440,Jennifer,Williams,F,white,nonhispanic,"Synthetic City, ST",5872 Main St,Synthetic City,ST,26508,1252.0755385830819,27208.980469199905
fcccf7b2-0c1a-48ec-ae05-6028a8729ec5,1935-04-22,,385-73-9338,Barbara,Garcia,F,white,nonhispanic,"Synthetic City, ST",6764 Main St,Synthetic City,ST,28992,2191.202185559377,37918.132432915474
9baba6ff-f89c-4e2c-a461-8ec4448d6b2f,1935-10-23,,242-45-2362,Elizabeth,Brown,F,black,nonhispanic,"Synthetic City, ST",5240 Main St,Synthetic City,ST,52534,5282.512316874166,76234.90121100427
d83a099e-0bb9-4572-9856-8f4dc61d39fa,2007-05-04,,356-70-7379,John,Jones,M,white,nonhispanic,"Synthetic City, ST",1115 Main St,Synthetic City,ST,45356,10790.41186978335,59469.4777824265
6f180329-3ea0-4edd-ad83-a95dcd3905ad,1997-01-23,,777-38-8684,David,Smith,M,white,nonhispanic,"Synthetic City, ST",4593 Main St,Synthetic City,ST,45880,3962.6375358029873,29600.24680016107
611e4f24-e9c7-4ff4-bba2-80a3027766df,1963-09-12,,990-83-8626,Elizabeth,Johnson,F,white,nonhispanic,"Synthetic City, ST",5659 Main St,Synthetic City,ST,89275,2019.4368888834815,99390.20416437712
d33b48b9-4588-41e0-abe1-3cea9b063dd7,2007-01-03,,946-76-1609,Michael,Smith,M,white,nonhispanic,"Synthetic City, ST",6173 Main St,Synthetic City,ST,88869,1259.6824377700182,30961.57540222989
c2445190-0335-4be4-8ca5-b107fc3db023,1967-02-16,,173-49-2488,Elizabeth,Smith,F,white,nonhispanic,"Synthetic City, ST",3012 Main St,Synthetic City,ST,22081,3851.1757525217886,49519.304624994846
9676f988-b671-49f6-9d56-f79ca2c68290,2007-02-24,,918-22-5631,Jennifer,Jones,F,white,nonhispanic,"Synthetic City, ST",2033 Main St,Synthetic City,ST,94078,3559.3083425042546,985.5945948683775
e5ec57e9-3fbc-4fe9-b92c-224b47d78f46,1935-08-09,,464-94-6721,Linda,Williams,F,asian,nonhispanic,"Synthetic City, ST",4482 Main St,Synthetic City,ST,74155,7383.715837031856,63557.14047838885
0706d292-36f2-494c-8773-9e81188e8d92,2007-07-14,,812-17-9308,James,Jones,M,white,nonhispanic,"Synthetic City, ST",3368 Main St,Synthetic City,ST,21005,8151.042656600297,67778.58036389011
4a2f6b68-1541-41db-a426-c22d154d1061,2007-06-19,,874-97-4919,Linda,Miller,F,white,nonhispanic,"Synthetic City, ST",9570 Main St,Synthetic City,ST,56823,443.52843395341694,68968.62104793033
db17a710-fd23-4cf4-8577-6705bd29118d,2007-07-04,,487-68-2111,Linda,Garcia,F,white,nonhispanic,"Synthetic City, ST",3498 Main St,Synthetic City,ST,68561,1626.9311501888076,21756.840128206
6584dce6-aea3-444d-ac75-56a96421191a,2007-03-19,,981-50-1353,Jennifer,Smith,F,white,nonhispanic,"Synthetic City, ST",2735 Main St,Synthetic City,ST,68305,1878.0081972674286,35926.714832685146
fde3928f-b75a-4b51-b02b-12ef118ada24,1991-03-18,,991-94-3288,Barbara,Miller,F,white,hispanic,"Synthetic City, ST",2303 Main St,Synthetic City,ST,55660,2277.030264780138,59443.029619204004
a0111301-84fb-43e4-99fb-21db1b557085,1949-12-28,,458-88-8935,Barbara,Smith,F,white,nonhispanic,"Synthetic City, ST",8354 Main St,Synthetic City,ST,64631,17404.826112304312,95597.49220599094
a5ebb54b-c4ec-499d-bffb-70f6b35d2ee2,1935-08-20,,580-62-9877,Barbara,Williams,F,black,nonhispanic,"Synthetic City, ST",4215 Main St,Synthetic City,ST,48842,2373.414040372658,2092.361496553019
f5d94127-8532-4bee-965a-9586278ea8c5,1996-09-15,,221-55-1438,Jennifer,Brown,F,white,nonhispanic,"Synthetic City, ST",2451 Main St,Synthetic City,ST,56857,2093.1281684787605,23019.56066057921
7cc80bb6-a64c-446a-a23d-8efc7704c4b0,1967-10-16,,627-21-5379,Patricia,Johnson,F,white,hispanic,"Synthetic City, ST",9717 Main St,Synthetic City,ST,22568,2772.675012342952,63540.956642853285
d15bf8e4-a30a-4a3a-88ac-37141235e925,1972-01-11,,743-92-4313,Linda,Johnson,F,black,nonhispanic,"Synthetic City, ST",5975 Main St,Synthetic City,ST,24789,13936.937799326442,7373.455025605502
3f122f5e-b4cb-4182-a0d7-32bf886bc387,1935-11-19,,461-90-1424,Jennifer,Miller,F,white,hispanic,"Synthetic City, ST",4615 Main St,Synthetic City,ST,46804,2410.610861487453,22910.586656100608
1ce3d4e4-ed61-41ef-9a59-155054ade888,1981-08-04,,598-22-4026,Elizabeth,Johnson,F,black,nonhispanic,"Synthetic City, ST",1618 Main St,Synthetic City,ST,84092,2366.571232312289,62162.8747378325
9160d8dc-4f11-4757-9f6d-944457865579,1970-07-22,,440-24-8068,Patricia,Williams,F,white,nonhispanic,"Synthetic City, ST",4944 Main St,Synthetic City,ST,40062,814.7589341204798,73597.9968724542
96287f4a-f68d-4f86-bb01-67856695d8f4,2007-04-23,,161-17-4861,Mary,Garcia,F,black,hispanic,"Synthetic City, ST",4525 Main St,Synthetic City,ST,73891,51508.06173136376,56854.28393994409
1aa0d796-2244-4840-96e4-882afff0e012,2007-06-09,,292-35-5541,Michael,Johnson,M,white,nonhispanic,"Synthetic City, ST",7890 Main St,Synthetic City,ST,38415,9852.972505006654,5013.803486154422
0c4a8af9-40cd-4ffb-a92e-e84258916287,1935-09-19,,239-90-1722,Elizabeth,Garcia,F,white,nonhispanic,"Synthetic City, ST",3287 Main St,Synthetic City,ST,83922,1000.9729332198517,85190.28439483169
21fe1b4e-821c-4bb9-9bbd-8604a8941e3b,2007-11-03,,160-28-1170,Jennifer,Smith,F,white,nonhispanic,"Synthetic City, ST",1471 Main St,Synthetic City,ST,98946,5494.175107081591,24215.500759408227
00288bc1-1729-4f97-8a05-c326a4b0e86f,1935-08-18,,955-64-3541,Mary,Garcia,F,white,nonhispanic,"Synthetic City, ST",9400 Main St,Synthetic City,ST,67393,1631.677526543311,30741.42717541082
6b065992-fb4f-44cb-8e68-eca3c29c24ed,1935-10-05,,828-65-6558,Barbara,Brown,F,white,nonhispanic,"Synthetic City, ST",5669 Main St,Synthetic City,ST,13506,2379.481962446733,85868.91474030707
cee0d41e-cbf6-4d43-8955-ce299bd80066,1977-04-25,,549-77-4513,Mary,Jones,F,hispanic,nonhispanic,"Synthetic City, ST",2095 Main St,Synthetic City,ST,58938,13915.770931031173,43359.70716274362
e9608e11-dda0-48af-9207-4958adf45e2e,1935-11-12,,219-68-6684,John,Jones,M,white,nonhispanic,"Synthetic City, ST",986 Main St,Synthetic City,ST,17473,58511.37315856913,51757.80516336478
2f3f2520-6cb3-40c7-b3ef-6c52f080c4c9,1964-09-21,,658-86-1419,David,Miller,M,asian,nonhispanic,"Synthetic City, ST",6132 Main St,Synthetic City,ST,30857,11803.896260227533,79454.70923706457
f2945a58-a536-4984-80e1-7831e8cc0bfa,2007-06-09,,577-48-1271,Mary,Johnson,F,asian,nonhispanic,"Synthetic City, ST",7810 Main St,Synthetic City,ST,86381,5753.016124239318,36428.762440081664
e8ea4f0e-14a6-4c28-b456-ebadbe2fa02b,2007-12-11,,787-74-2250,Robert,Johnson,M,white,hispanic,"Synthetic City, ST",3076 Main St,Synthetic City,ST,63191,8344.402125168777,70365.71146208266
e927cd86-db81-4d7f-ae47-30facfe64b47,1980-07-25,,636-83-9256,Jennifer,Jones,F,black,nonhispanic,"Synthetic City, ST",8795 Main St,Synthetic City,ST,73946,666.0405757773409,70602.31580129961
d5e7fa1c-20a3-4e55-946b-d8127861a7d5,1935-01-19,,857-98-5847,Jennifer,Johnson,F,white,nonhispanic,"Synthetic City, ST",8017 Main St,Synthetic City,ST,29425,2166.3089593611357,47509.77731717938
df6bab6b-8221-41f7-b783-4a6b4ffb2560,2007-06-13,,966-50-9464,Richard,Smith,M,white,nonhispanic,"Synthetic City, ST",9677 Main St,Synthetic City,ST,43338,2394.3466379967003,7389.624520130822
270be361-67d9-4088-9b59-656c50a9245a,2007-05-22,,650-39-4424,Michael,Garcia,M,black,nonhispanic,"Synthetic City, ST",402 Main St,Synthetic City,ST,84537,3365.8049186285148,21244.0088762077
669b8641-91e9-462d-a071-e5d5c5757e64,1980-01-11,,161-21-5706,Patricia,Miller,F,white,nonhispanic,"Synthetic City, ST",6052 Main St,Synthetic City,ST,51454,1333.73812344823,90285.81778672495
55537a01-c80a-4b44-8204-81d4ef220434,1935-05-03,,187-91-5272,James,Miller,M,asian,nonhispanic,"Synthetic City, ST",6320 Main St,Synthetic City,ST,79162,779.212321774131,33526.3425336162
60195397-2e5b-4d97-afe4-23b890514d25,1935-11-17,,736-37-2763,Jennifer,Miller,F,white,nonhispanic,"Synthetic City, ST",2525 Main St,Synthetic City,ST,65711,7604.620738831107,19634.26388736501
7b6a64e9-3676-4706-9312-9b1d14284021,2007-03-28,,171-15-1595,John,Brown,M,white,nonhispanic,"Synthetic City, ST",1030 Main St,Synthetic City,ST,51615,2599.1798552889313,55539.283446600355
013b2050-512d-4b7f-91f2-7e7f9eb8f8d0,1935-04-22,,540-14-7515,David,Williams,M,white,hispanic,"Synthetic City, ST",516 Main St,Synthetic City,ST,73645,1904.3953387816632,78249.72213571337
9b082d0e-77c7-4b97-9e57-ae10a6b04c4e,1971-04-14,,967-80-2742,Richard,Garcia,M,white,nonhispanic,"Synthetic City, ST",7608 Main St,Synthetic City,ST,13160,1356.364034782618,69203.59258871774
59954a6c-e79f-42ce-a18d-84e06c93a43e,1935-03-09,,272-96-4598,Barbara,Jones,F,black,nonhispanic,"Synthetic City, ST",595 Main St,Synthetic City,ST,11777,1201.8747035098793,64293.74216247086
a541c30b-5026-4764-b43f-6ecae695911f,1935-09-04,,547-36-9542,William,Brown,M,hispanic,nonhispanic,"Synthetic City, ST",7935 Main St,Synthetic City,ST,26417,20301.070319229944,11775.451218706545
788a57ea-e288-4c58-a278-85d2bc3122bb,1935-05-07,,826-78-8637,Jennifer,Miller,F,black,nonhispanic,"Synthetic City, ST",9583 Main St,Synthetic City,ST,56022,14154.61466500266,55019.993555315305
9ebdf3a7-ec86-407a-95d9-4c41383036a8,2007-12-27,,242-45-8660,Patricia,Johnson,F,white,nonhispanic,"Synthetic City, ST",6136 Main St,Synthetic City,ST,40689,1153.8497514894802,28483.736047197173
6f516c5b-41a9-429b-b8da-1970956d870e,1935-10-11,,730-37-5841,Jennifer,Brown,F,white,nonhispanic,"Synthetic City, ST",7472 Main St,Synthetic City,ST,79207,9855.116488420015,75611.60043520966
cdc16074-e881-4dff-95e1-544cf2ea2cd4,2007-08-25,,962-40-4890,Jennifer,Miller,F,hispanic,nonhispanic,"Synthetic City, ST",4762 Main St,Synthetic City,ST,17795,3700.8703050799663,77076.99873639959
e8ac72a6-10f9-4fb4-a438-4778758295e9,1986-11-20,,558-48-7604,Jennifer,Garcia,F,white,nonhispanic,"Synthetic City, ST",5293 Main St,Synthetic City,ST,44108,3254.3676047404715,62475.968460551936
e62822ab-7279-49a5-8447-65584a7efa06,2007-06-04,,215-38-6359,Jennifer,Smith,F,white,nonhispanic,"Synthetic City, ST",9991 Main St,Synthetic City,ST,15670,2122.60564632795,46605.93334064823
a9bad853-ffa9-4830-a13b-36e6ef04e4af,2007-12-27,,559-62-1740,Robert,Smith,M,white,nonhispanic,"Synthetic City, ST",9086 Main St,Synthetic City,ST,49585,5565.197813672696,11401.19343360987
59e78a97-8422-40a6-a35b-0479151e6eea,1965-05-05,,986-90-3942,Robert,Garcia,M,hispanic,hispanic,"Synthetic City, ST",9972 Main St,Synthetic City,ST,11343,10509.264122772955,55828.448520942344
bbab2988-dbf5-4f7e-814a-9c59e7a5ed0b,1935-04-21,,584-33-8516,Linda,Smith,F,black,nonhispanic,"Synthetic City, ST",7243 Main St,Synthetic City,ST,55771,4599.846279292262,90653.19320216065
6cd08d90-09a2-4a41-a6a6-595150428245,1963-02-12,,531-75-6905,Elizabeth,Jones,F,black,nonhispanic,"Synthetic City, ST",8436 Main St,Synthetic City,ST,32786,571.3553959654989,55761.7019541588
2cc22c37-68b9-4b70-ab3b-6fc9ed100aa3,1935-12-24,,617-24-5117,Elizabeth,Garcia,F,black,nonhispanic,"Synthetic City, ST",4468 Main St,Synthetic City,ST,41975,2644.795239095876,29780.722278316673
16b945bb-d6b9-4962-9e37-c5baa7fd5d1a,1935-01-25,,250-90-4151,Mary,Smith,F,white,nonhispanic,"Synthetic City, ST",4002 Main St,Synthetic City,ST,39399,13463.905277199832,37717.79263058877
afc88c76-0742-470e-808b-2018f2841351,1968-05-04,,717-78-1298,John,Miller,M,white,hispanic,"Synthetic City, ST",2738 Main St,Synthetic City,ST,50776,5191.359369861642,44570.44914617467
9910a819-63f6-495a-abfd-544dfc710070,2007-01-11,,775-72-6185,Patricia,Smith,F,white,nonhispanic,"Synthetic City, ST",7435 Main St,Synthetic City,ST,62301,3078.3714411445503,52034.97908024696
42056718-f573-42aa-8829-ff3a534c29b2,1935-09-17,,664-90-5060,Elizabeth,Garcia,F,hispanic,nonhispanic,"Synthetic City, ST",289 Main St,Synthetic City,ST,41783,1653.067363760519,85921.25263961
d691ed6c-3fe5-4a12-b37a-d50ed9333456,1952-10-15,,506-65-2897,Elizabeth,Smith,F,white,nonhispanic,"Synthetic City, ST",7251 Main St,Synthetic City,ST,65315,3249.1852515556475,90102.2283237363
b8348652-6627-4d2f-8c23-e2944f9bbcd9,2005-01-02,,861-54-7086,Jennifer,Smith,F,asian,nonhispanic,"Synthetic City, ST",5914 Main St,Synthetic City,ST,79743,2161.0081550062446,38313.58175160258
f6e403e5-2a51-4d0c-b6d7-39ffecf34cb6,1935-11-18,,618-60-5550,Patricia,Jones,F,white,nonhispanic,"Synthetic City, ST",6789 Main St,Synthetic City,ST,94902,1097.3681336192114,63796.29660398579
7173a9e0-f50e-49c5-b5cd-0c4e4f9918d2,1983-09-05,,264-17-9102,Mary,Garcia,F,black,nonhispanic,"Synthetic City, ST",142 Main St,Synthetic City,ST,38347,14677.183853858183,40416.45782548416
fcfe0e0d-a309-41bd-9499-af3744d31b36,1935-07-26,,763-74-7438,John,Williams,M,black,nonhispanic,"Synthetic City, ST",8617 Main St,Synthetic City,ST,42149,810.459528612639,71831.96160993291
c7ee5f17-9b0d-4d43-89d7-d6af50f46162,2007-08-21,,638-41-9155,Linda,Johnson,F,white,nonhispanic,"Synthetic City, ST",785 Main St,Synthetic City,ST,23070,4570.415817099321,79393.3393057516
acb54172-a816-47b2-a390-858f4f602897,1935-11-07,,775-58-7279,Jennifer,Williams,F,white,nonhispanic,"Synthetic City, ST",6995 Main St,Synthetic City,ST,26636,2549.2048467129216,64162.19417044752
d65f5502-682e-4894-aea0-cde05ff999a5,2007-03-25,,121-98-2478,Jennifer,Miller,F,black,nonhispanic,"Synthetic City, ST",7338 Main St,Synthetic City,ST,22043,26507.62835844676,37640.66223239745
0469e33b-ce47-4db2-9089-46f8d569edf0,1935-04-06,,746-96-5310,Robert,Garcia,M,white,nonhispanic,"Synthetic City, ST",1689 Main St,Synthetic City,ST,64737,1204.1106149675697,20520.646775801444
c721ef98-6135-4771-9063-2da548b48a29,2006-12-18,,705-35-6045,Elizabeth,Miller,F,white,nonhispanic,"Synthetic City, ST",9306 Main St,Synthetic City,ST,74983,13823.896484373157,1867.374254827503
b4d18b25-74b8-4f72-be1e-8279deb29f56,1966-07-11,,955-51-1488,Jennifer,Jones,F,white,nonhispanic,"Synthetic City, ST",6984 Main St,Synthetic City,ST,42954,713.6916404464331,32541.06796668591
bec327fe-59a0-4b29-8735-f865505d5dba,1935-12-23,,160-90-2688,Michael,Williams,M,asian,nonhispanic,"Synthetic City, ST",2983 Main St,Synthetic City,ST,20172,3160.3464089168383,61561.23845433084
aab30c9a-e913-4736-bf20-956c1065ab81,1996-08-24,,629-36-6563,Barbara,Jones,F,white,hispanic,"Synthetic City, ST",802 Main St,Synthetic City,ST,40310,9026.9571383754,48651.98027470506
acec3763-48ed-4f85-a7be-b9f58c017bf9,2007-11-17,,349-83-5733,David,Williams,M,white,hispanic,"Synthetic City, ST",717 Main St,Synthetic City,ST,14178,1269.8349344056917,35306.463052117964
